"Player","Club","Age","Position","Nation","Value","ContractYearsLeft","League","MP_Weighted_Avg","Starts_Weighted_Avg","Min_Weighted_Avg","TotalMins/90_Weighted_Avg","Gls_Weighted_Avg","Ast_Weighted_Avg","Non-PenaltyGoals_Weighted_Avg","PenaltiesScored_Weighted_Avg","PenaltiesAttempted_Weighted_Avg","YellowCards_Weighted_Avg","RedCards_Weighted_Avg","Gls/90_Weighted_Avg","Ast/90_Weighted_Avg","GandA/90_Weighted_Avg","Non-PenaltyGoals/90_Weighted_Avg","GlsandAst-ScoredPenalties/90_Weighted_Avg","xG_Weighted_Avg","Non-PenaltyxG_Weighted_Avg","xA_Weighted_Avg","Non-penaltyxGandxA_Weighted_Avg","xG/90_Weighted_Avg","xA/90_Weighted_Avg","xGandxA/90_Weighted_Avg","Non-PenaltyxG/90_Weighted_Avg","Non-PenaltyxGandxA/90_Weighted_Avg","TotalShots_Weighted_Avg","TotalShotsonTarget_Weighted_Avg","ShotsonTarget%_Weighted_Avg","Shots/90_Weighted_Avg","ShotsonTarget/90_Weighted_Avg","Goals/Shots_Weighted_Avg","Goals/ShotsonTarget_Weighted_Avg","AvgShotDistance-yds_Weighted_Avg","FreekickShots_Weighted_Avg","Non-PenaltyxG/Shots_Weighted_Avg","GoalsScoredminusxG_Weighted_Avg","Non-PenaltyGoalsScoredminusNon-PenaltyxG_Weighted_Avg","Shot-CreatingActions_Weighted_Avg","Shot-CreatingActions/90_Weighted_Avg","PassesLeadingtoShotAttempt_Weighted_Avg","Set-PieceLeadingtoShotAttempt_Weighted_Avg","DribblesLeadingtoShotAttempt_Weighted_Avg","ShotsLeadingtoShotAttempt_Weighted_Avg","FoulsDrawnLeadingtoShotAttempt_Weighted_Avg","DefensiveActionsLeadingtoShotAttempt_Weighted_Avg","GoalCreatingActions_Weighted_Avg","GoalCreatingActions/90_Weighted_Avg","PassesLeadingtoGoals_Weighted_Avg","Set-PieceLeadingtoGoals_Weighted_Avg","DribblesLeadingtoGoals_Weighted_Avg","ShotsLeadingtoGoals_Weighted_Avg","FoulsDrawnLeadingtoGoals_Weighted_Avg","DefensiveActionsLeadingtoGoals_Weighted_Avg","Touches_Weighted_Avg","TouchesinDefensivePenaltyBox_Weighted_Avg","TouchesinDefensive3rd_Weighted_Avg","TouchesinMidfield3rd_Weighted_Avg","TouchesinAttacking3rd_Weighted_Avg","TouchesinAttackingPenaltyBox_Weighted_Avg","TouchesinOpen-play_Weighted_Avg","TotalSuccessfulDribbles_Weighted_Avg","TotalAttemptedDribbles_Weighted_Avg","DribbleSuccess%_Weighted_Avg","Totalno.ofPlayersDribblesPast_Weighted_Avg","TotalNutmegs_Weighted_Avg","TotalCarries_Weighted_Avg","TotalDistanceCarriedtheBall_Weighted_Avg","TotalDistanceCarriedtheBallinForwardDirection_Weighted_Avg","TotalCarriesinForwardDirection_Weighted_Avg","CarriesintoFinalThird_Weighted_Avg","CarriesintoAttackingPenaltyBox_Weighted_Avg","TotalFailedAttemptsatControllingBall_Weighted_Avg","NumberofTimesTackledwhenDribbling_Weighted_Avg","NumberofTimesPlayerwasPassTarget_Weighted_Avg","NumberofTimesReceivedPass_Weighted_Avg","%ofTimesSuccessfullyReceivedPass_Weighted_Avg","ProgressivePassesReceived_Weighted_Avg","PassesCompleted-Allpass-types_Weighted_Avg","PassesAttempted-Allpass-types_Weighted_Avg","PassCompletion%-Allpass-types_Weighted_Avg","TotalDistanceofCompletedPasses-AllPass-types_Weighted_Avg","TotalDistanceofCompletedProgressivePasses-AllPass-types_Weighted_Avg","PassesCompleted-ShortPasses_Weighted_Avg","PassesAttempted-ShortPasses_Weighted_Avg","PassCompletion%-ShortPasses_Weighted_Avg","PassesCompleted-MediumPasses_Weighted_Avg","PassesAttempted-MediumPasses_Weighted_Avg","PassCompletion%-MediumPasses_Weighted_Avg","PassesCompleted-LongPasses_Weighted_Avg","PassesAttempted-LongPasses_Weighted_Avg","PassCompletion%-LongPasses_Weighted_Avg","TotalAssists_Weighted_Avg","xGAssisted_Weighted_Avg","AssistminusxGAssisted_Weighted_Avg","CompletedpassesthatenterFinal3rd_Weighted_Avg","CompletedpassesthatenterPenaltyBox_Weighted_Avg","CompletedCrossesthatenterPenaltyBox_Weighted_Avg","TotalCompletedProgressivePasses_Weighted_Avg","TotalNumberofPlayersTackled_Weighted_Avg","TotalTacklesWon_Weighted_Avg","TacklesinDefensive3rd_Weighted_Avg","TacklesinMidfield3rd_Weighted_Avg","TacklesinAttacking3rd_Weighted_Avg","NumberofDribblersTackled_Weighted_Avg","TimesDribbledPastandTotalTackles_Weighted_Avg","%ofDribblersTackled_Weighted_Avg","NumberofTimesDribbledPast_Weighted_Avg","NumberofPressingActions_Weighted_Avg","TimesSquadgainedPossessionwithin5secondsofPressingActions_Weighted_Avg","SuccessfulPressure%_Weighted_Avg","NumberofPressesinDefensiveThird_Weighted_Avg","NumberofPressesinMidfieldThird_Weighted_Avg","NumberofPressesinAttackingThird_Weighted_Avg","TotalDefensiveBlocks_Weighted_Avg","TotalShotsBlocked_Weighted_Avg","GoalSavingBlocks_Weighted_Avg","TimesblockedaPass_Weighted_Avg","TotalInterceptions_Weighted_Avg","TotalPlayersTackledandTotalInterceptions_Weighted_Avg","TotalClearances_Weighted_Avg","MistakesleadingtoOpponentShots_Weighted_Avg","2ndYellowCards_Weighted_Avg","FoulsCommitted_Weighted_Avg","FoulsDrawn_Weighted_Avg","Offsides_Weighted_Avg","Crosses_Weighted_Avg","Interceptions_Weighted_Avg","PenaltyKicksWon_Weighted_Avg","PenaltiesConceded_Weighted_Avg","OwnGoals_Weighted_Avg","TotalLooseBallsRecovered_Weighted_Avg","AerialDuelWon_Weighted_Avg","AerialDuelLost_Weighted_Avg","%AerialDuelsWon_Weighted_Avg","""Squad(20/21)"""
"Charles Traore","FC Nantes",29,"Defender","Mali",1800000,2,"Ligue 1",21.35,19.75,1758.85,19.54,0.5,0.55,0.5,0,0,5,0.1,0.025,0.0215,0.0465,0.025,0.0465,0.215,0.215,0.51,0.775,0.0085,0.0255,0.0355,0.0085,0.0355,4.65,1.5,38.125,0.249,0.081,0.25,0.5,29.64,0,0.0705,0.285,0.285,15.65,0.791,14.1,0.8,0.25,0.1,0.3,0.1,0.9,0.037,0.9,0,0,0,0,0,1245.8,72.85,423.75,614.45,268.8,10.5,1034,9,17.35,52.28,10.35,0,615.4,2774.3,1642.3,62.9,20.2,3.15,14.1,12.3,666.05,616.9,92.225,18,722.7,999.1,72.3,13304.75,5736.8,311.4,358,87.115,322.95,430.35,74.83,80.85,174.8,46.64,0.55,0.51,0.04,62.95,12.55,4.15,68.75,56.05,32.9,33.65,17.75,4.65,24.7,50.75,48.79,26.05,339.75,115.1,33.925,181.5,124.2,34.05,45.6,5.6,0.25,40,27.95,84,82.55,0.7,0,28.15,22.2,0.6,26.6,27.95,0,0.65,0,180.4,35.05,20.45,63,"Squad(20/21)"
"Charlie Taylor","Burnley FC",27,"Defender","England",3600000,3,"Premier League",27.3,25.75,2280.7,25.36,0,0.9,0,0,0,1.85,0,0,0.037,0.037,0,0.037,0.065,0.065,1.405,1.42,0,0.0575,0.0575,0,0.0575,2.65,1,37.0555555555556,0.093,0.035,0,0,24.8277777777778,0,0.0283333333333333,-0.065,-0.065,25.55,1.03,19.65,1.85,0.4,0.5,2.9,0.25,2.65,0.093,1.55,0.45,0,0,0.65,0,1505.8,127,502.1,711,395.15,10.55,1233.5,25.7,45.05,58.57,27.25,0.9,757,5075.65,2276.75,100.85,39.65,4.25,14.65,16.8,798.7,740.6,92.76,21.45,849.7,1209.25,70.05,15667.2,6600.75,399.4,457,86.91,333.1,431.5,77.81,107,269.7,39.005,0.9,1.405,-0.505,60.1,22.05,16.15,65,44.55,23,26.3,13.15,5.1,19.7,44.2,45.43,24.5,244.8,73.75,31.055,120.8,93.15,30.85,70.5,17.3,0,53.2,26.4,70.95,96,0.9,0,11.7,32.4,0.65,68.5,26.4,0,0,0,232,46.8,30.3,62.12,"Squad(20/21)"
"Che Adams","Southampton FC",25,"attack","Scotland",1.8e+07,3,"Premier League",34,24,2148.33333333333,23.8333333333333,7.33333333333333,4,7.33333333333333,0,0,0.666666666666667,0,0.306666666666667,0.166666666666667,0.476666666666667,0.306666666666667,0.476666666666667,7.2,7.2,4.26666666666667,11.4,0.306666666666667,0.16,0.466666666666667,0.306666666666667,0.466666666666667,49.6666666666667,23.6666666666667,45.0333333333333,2.26,0.943333333333333,0.143333333333333,0.34,13.8,0,0.143333333333333,0.133333333333333,0.133333333333333,52.3333333333333,2.16333333333333,37,0,1.66666666666667,4.66666666666667,6.66666666666667,2.33333333333333,7,0.316666666666667,5.33333333333333,0,0.333333333333333,0,1.33333333333333,0,797.666666666667,18,77,364,406.333333333333,96,787.666666666667,21.6666666666667,38.3333333333333,56.4,23.6666666666667,0.333333333333333,522.666666666667,2200.66666666667,992.666666666667,57,23,10.3333333333333,64,44.3333333333333,1201.66666666667,594.333333333333,49.1666666666667,174.666666666667,356.666666666667,510.333333333333,69.8,5883,1299,183.333333333333,242.666666666667,75.9333333333333,117.333333333333,153,75.9666666666667,38,56.6666666666667,63.2666666666667,4,4.26666666666667,-0.266666666666667,22,17.6666666666667,1.33333333333333,47,22.6666666666667,13.3333333333333,4,10,8.66666666666667,4,17,17.4,13,363.666666666667,111.333333333333,29.7666666666667,35,140.333333333333,188.333333333333,20.6666666666667,3,0,17.6666666666667,8.33333333333333,31,14,0.666666666666667,0,25,42,16,12.6666666666667,8.33333333333333,0.333333333333333,0,0,103.666666666667,41,122.666666666667,25.0666666666667,"Squad(20/21)"
"Cheick Doucoure","RC Lens",21,"midfield","Mali",5400000,3,"Ligue 1",33,30,2627,29.2,2,1,2,0,0,8,0,0.07,0.03,0.1,0.07,0.1,1.2,1.2,1.8,3,0.04,0.06,0.1,0.04,0.1,35,5,14.3,1.2,0.17,0.06,0.4,23.8,0,0.03,0.8,0.8,60,2.06,48,0,7,3,1,1,7,0.24,7,0,0,0,0,0,1769,57,379,1221,298,22,1753,31,41,75.6,31,1,1154,6458,3513,165,46,7,19,23,1227,1148,93.6,55,1273,1463,87,25108,5434,497,565,88,537,592,90.7,214,252,84.9,1,1.8,-0.8,154,20,1,136,89,59,44,41,4,23,65,35.4,42,471,170,36.1,173,238,60,38,5,0,33,55,144,42,0,0,46,16,0,3,55,0,0,0,333,31,22,58.5,"Squad(20/21)"
"Cheick Traore","Dijon FCO",26,"Defender","Mali",720000,3,"Ligue 1",20,16,1508,16.8,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,1,1.4,0.02,0.06,0.08,0.02,0.08,8,2,25,0.48,0.12,0,0,22.3,0,0.05,-0.4,-0.4,24,1.43,16,5,2,0,0,1,0,0,0,0,0,0,0,0,880,40,251,355,333,22,679,23,40,57.5,23,0,448,2520,1586,74,31,10,13,19,444,395,89,47,412,683,60.3,7786,4232,171,219,78.1,188,295,63.7,51,143,35.7,0,1,-1,28,14,8,49,42,28,28,11,3,12,30,40,18,283,95,33.6,185,76,22,31,2,0,29,8,50,56,0,0,25,11,1,46,8,0,1,0,129,22,20,52.4,"Squad(20/21)"
"Cheikhou Kouyate","Crystal Palace",31,"Defender","Senegal",5400000,1,"Premier League",34.7,31.1,2757.25,30.65,0.95,0.85,0.95,0,0,3.95,0,0.031,0.0335,0.062,0.031,0.062,1.36,1.36,0.48,1.84,0.0445,0.0205,0.065,0.0445,0.065,14.8,3.85,27.11,0.532,0.145,0.088,0.35,11.815,0,0.0965,-0.41,-0.41,19.95,0.699,16.1,0,0.8,1.6,1,0.45,2.55,0.0915,2.3,0,0,0,0.15,0.1,1373.7,155.85,628.5,644.85,161.35,37.3,1339.6,12.75,21.05,63.25,13.5,0.4,725.3,3427.45,1517.1,40.55,9.65,1,18.55,17.3,859.1,745.95,86.7,39.6,812.35,1039.5,78.04,15123.1,4719.7,346.05,412.45,83.915,330.55,390.7,83.66,115.45,193,59.975,0.85,0.48,0.37,43.5,4.45,1.4,44.7,67.75,38.45,45.8,18.9,3.05,22.15,46.1,47.64,23.95,401.45,120.35,30,215.4,149.8,36.25,57.15,20,0,37.15,30.7,98.45,115.45,1.25,0,36.5,21.25,1.7,7,30.7,0.15,0.1,0,288.55,90.55,62.05,59.22,"Squad(20/21)"
"Chema","Getafe CF",29,"Defender","Spain",720000,2,"La Liga",11.35,8.5,745.85,8.275,0.4,0,0.4,0,0,4.35,0.6,0.025,0,0.025,0.025,0.025,0.155,0.155,0.085,0.28,0.023,0.0125,0.0345,0.023,0.0345,3.8,1.1,26.4,0.5475,0.114,0.073,0.244,21.865,0,0.044,0.245,0.245,2.45,0.245,2.25,0.1,0,0,0,0.1,0.2,0.009,0.1,0.1,0,0,0,0,318.9,49.85,164.5,150.6,13.4,5.15,307.25,0.6,1.2,46.67,0.7,0,138.3,648.6,304.2,6.2,0.4,0,1.4,1.3,141.9,136.45,94.44,2.2,163.7,237.35,64.36,3906.1,1587.7,42.7,55.55,70.465,78.1,97.7,74.6,41.55,80.4,49.925,0,0.085,-0.085,16.25,0.45,0,16.45,13,6,8.7,3.75,0.55,3.85,8.7,44.04,4.85,63.7,17.95,32.41,31.3,27.55,4.85,10.8,4.8,0.2,6,8.45,21.45,43.75,0.25,0,13.3,3.8,0.45,0,8.45,0,0,0.1,81.55,13.9,13.45,49.71,"Squad(20/21)"
"Chris Basham","Sheffield United",33,"Defender","England",1800000,1,"Premier League",33.3333333333333,33.3333333333333,2798,31.0666666666667,0,1,0,0,0,4.66666666666667,0,0,0.03,0.03,0,0.03,0.7,0.7,0.866666666666667,1.6,0.0233333333333333,0.03,0.0466666666666667,0.0233333333333333,0.0466666666666667,8.66666666666667,0.666666666666667,6.66666666666667,0.29,0.02,0,0,12.8,0,0.0833333333333333,-0.7,-0.7,23,0.743333333333333,19.3333333333333,0,2,0,1.66666666666667,0,1.33333333333333,0.04,1.33333333333333,0,0,0,0,0,1619.66666666667,203,669.666666666667,715.333333333333,333.333333333333,43.3333333333333,1522.66666666667,21.6666666666667,29.3333333333333,73.4,23.6666666666667,0.666666666666667,869.333333333333,4897.33333333333,3031,110.333333333333,31.6666666666667,3.66666666666667,16,22.3333333333333,899,817.666666666667,90.9,44,961.333333333333,1223.66666666667,79,17662.6666666667,5353,424.333333333333,476.333333333333,89.1333333333333,399,498,80.9666666666667,119,201.666666666667,59.7666666666667,1,0.866666666666667,0.133333333333333,57.3333333333333,14,7.33333333333333,61.3333333333333,78.6666666666667,47.3333333333333,51,22.3333333333333,5.33333333333333,35.3333333333333,73,48.7666666666667,37.6666666666667,392,121,30.8,220.666666666667,130.333333333333,41,51.6666666666667,16.3333333333333,3.66666666666667,35.3333333333333,43.3333333333333,122,170.666666666667,1.33333333333333,0,25.3333333333333,29,5.66666666666667,28.6666666666667,43.3333333333333,0.666666666666667,1,0,334,86.3333333333333,63.6666666666667,57.2666666666667,"Squad(20/21)"
"Chris Fuhrich","VfB Stuttgart",23,"attack","Germany",2250000,4,"Bundesliga",2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.03,0.06,0.09,0.03,0.09,1,0,0,0.95,0,0,0,24.7,0,0.04,0,0,3,2.84,1,0,1,0,1,0,0,0,0,0,0,0,0,0,44,0,7,24,20,2,43,7,9,77.8,8,0,37,305,177,11,4,0,2,0,38,27,71.1,6,24,31,77.4,368,98,14,15,93.3,7,11,63.6,2,2,100,0,0.1,-0.1,2,1,0,5,4,2,1,2,1,4,9,44.4,5,30,7,23.3,11,13,6,2,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,9,2,1,66.7,"Squad(20/21)"
"Chris Richards","TSG 1899 Hoffenheim",21,"Defender","United States",6750000,1,"Bundesliga",9.66666666666667,8,691,7.68518518518519,0,1.33333333333333,0,0,0,0.666666666666667,0,0,0.0148148148148148,0.0148148148148148,0,0.0148148148148148,0.133333333333333,0.133333333333333,0.4,0.533333333333333,0.00148148148148148,0.00444444444444444,0.00592592592592593,0.00148148148148148,0.00592592592592593,2,0,0,0.0222222222222222,0,0,0,0,0,0,-0.133333333333333,-0.133333333333333,9.33333333333333,0.103703703703704,8.66666666666667,0,0,0,0,0.666666666666667,1.33333333333333,0.0148148148148148,1.33333333333333,0,0,0,0,0,601.666666666667,80,318.333333333333,296.666666666667,30.6666666666667,4,588.333333333333,2,2.66666666666667,75,2,0,399.333333333333,2399.66666666667,988.666666666667,16.6666666666667,2.66666666666667,0,2.66666666666667,4,425.333333333333,413.333333333333,98.1132075471698,3.33333333333333,448.666666666667,508.666666666667,92.1156373193167,9420,2880.66666666667,138,146,96.3302752293578,242.333333333333,261,95.2259164535379,66.3333333333333,89.6666666666667,82.5870646766169,1.33333333333333,0.4,0.933333333333333,28,5.33333333333333,2,30,16.6666666666667,9.33333333333333,10.6666666666667,5.33333333333333,0.666666666666667,4.66666666666667,8.66666666666667,53.8461538461538,4,96.3333333333333,38.6666666666667,26.8518518518519,48.3333333333333,40.6666666666667,7.33333333333333,12.6666666666667,3.33333333333333,0,9.33333333333333,8.66666666666667,25.3333333333333,50,0.666666666666667,0,4,3.33333333333333,0,2.66666666666667,8.66666666666667,0,0,0,78,18,17.3333333333333,50.9433962264151,"Squad(20/21)"
"Chris Smalling","AS Roma",31,"Defender","England",10800000,2,"Serie A",22,20.15,1769.65,19.635,1.3,1,1.3,0,0,2.8,0,0.0475,0.0575,0.105,0.0475,0.105,1.07,1.07,0.65,1.72,0.0475,0.034,0.0825,0.0475,0.0825,11.2,2.8,22.44,0.569,0.1255,0.0845,0.2665,8.39,0,0.082,0.23,0.23,10.65,0.5,9.65,0,0,0.25,0.25,0.5,1.8,0.087,1.55,0,0,0.25,0,0,1159.75,158.3,609.95,566.15,44.1,25.75,1133.1,4.1,4.85,83.62,4.1,0.5,679.65,3368.55,1521.2,29.8,4.35,0.25,4.9,2.7,744.45,728.3,97.995,12.15,855,942.05,90.985,18104.1,4597.85,226.1,246.8,92.315,486,510.4,95.435,135.15,170.2,78.94,1,0.65,0.35,31.2,0.75,0,27.35,23.15,14.7,14.35,7.9,0.9,7.25,14.45,50.915,7.2,155.7,52.45,33.645,88.1,62.15,5.45,38.55,22,0.5,16.55,26.35,49.5,115.3,1.5,0,20.95,9.2,1.35,1.8,26.35,0,0.9,0.15,184.65,69.2,25.8,71.69,"Squad(20/21)"
"Chris Wood","Burnley FC",29,"attack","New Zealand",7200000,2,"Premier League",32.6,29.6,2530.35,28.145,12,2.15,10.75,1.25,1.25,0.65,0,0.4325,0.0765,0.5065,0.3925,0.469,12,11.05,1.71,12.775,0.43,0.059,0.489,0.3975,0.4565,62.7,31.2,49.565,2.242,1.111,0.1725,0.3595,12.03,0,0.179,-2.77555756156289e-17,-0.3,44.1,1.5635,32.6,0,3.6,2.95,3.7,1.25,6.3,0.221,3.55,0,1,1,0.5,0.25,879.05,22.75,67.35,365.65,476.65,125.45,861.5,11.65,22.6,51.94,12,1.25,438.4,1303.25,565.1,29,12.55,7.1,85.25,46.1,1542.25,681.2,44.155,236,385.05,584.5,65.67,5091.2,775.85,248.3,344.5,72.145,101.15,160.6,61.83,13.25,25.8,52.325,2.15,1.71,0.44,17.9,5.35,0.4,25.95,12.55,7.9,2.6,3.05,6.9,5.15,17.1,30.06,11.95,386.7,93.1,24.23,23.85,151.45,211.4,23.8,4.55,0,19.25,4.9,17.45,18.15,0.15,0,33,23.7,31.55,5.45,4.9,0.5,0,0.25,96.95,139.25,191.05,41.965,"Squad(20/21)"
"Chrislain Matsima","AS Monaco",19,"Defender","France",5400000,4,"Ligue 1",9,3,352,3.9,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.04,0.04,0.08,0.04,0.08,4,0,0,1.02,0,0,0,17.6,0,0.04,-0.1,-0.1,2,0.51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,306,20,100,188,38,5,294,4,5,80,4,0,228,1185,743,28,7,0,0,2,227,220,96.9,3,244,272,89.7,5274,1552,64,69,92.8,139,144,96.5,40,53,75.5,0,0.1,-0.1,26,2,1,18,8,4,6,2,0,3,6,50,3,36,10,27.8,13,23,0,6,0,0,6,1,9,14,0,0,2,1,0,2,1,0,0,0,42,9,9,50,"Squad(20/21)"
"Christian Benteke","Crystal Palace",30,"attack","Belgium",8100000,2,"Premier League",26.5,17.5,1569.35,17.44,5.95,1.4,5.85,0.1,0.2,3.25,0.75,0.3135,0.079,0.3925,0.3095,0.3885,6.85,6.7,1.475,8.175,0.387,0.093,0.4815,0.381,0.4755,56.25,24.15,41.57,3.2285,1.36,0.09,0.209,11.51,0,0.117,-0.9,-0.85,37,2.125,26.35,0,3.45,2.85,2.6,1.75,5.6,0.3175,3.3,0,0.75,0.1,0.95,0.5,709.8,39.6,68.15,347.45,317.5,108.15,691.65,14.95,25.55,58.57,16.1,0.1,308.85,1182.6,539.9,33,9.2,7.6,53.35,28.25,1010.5,541.25,53.86,142.55,289.75,468.95,61.12,4112.4,848.3,167.8,257.45,64.455,85.75,147.5,57.645,17.1,26.9,62.985,1.4,1.475,-0.075,20.2,11.85,1.6,31,10.5,7.15,0.9,5,4.6,0.65,8.4,11.185,7.75,206.75,50.85,24.55,11.1,105.8,89.85,14.7,5.05,0.6,9.65,4.85,15.35,30.75,0,0.5,31.25,19.05,13.2,6.1,4.85,0.2,0,0,66.15,173.9,128.9,57.025,"Squad(20/21)"
"Christian Eriksen","Inter Milan",29,"midfield","Denmark",3.6e+07,3,"Serie A",31.2,21.2,1880.4,20.9,4.45,3.8,4.45,0,0,2.2,0,0.170333333333333,0.0976111111111111,0.267944444444444,0.170333333333333,0.267944444444444,3.455,3.455,4.88,8.35,0.112944444444444,0.168666666666667,0.281611111111111,0.112944444444444,0.281888888888889,50.05,18.4,36.5485294117647,1.79716666666667,0.6595,0.0946078431372549,0.257055555555556,22.115,9.9,0.068578431372549,0.995,0.995,82.1,2.99666666666667,53.75,20.35,1.55,4.05,1.15,1.25,6.8,0.198,5.4,1.05,0,0.35,0,0,1566.55,23.15,234.8,807.15,624.35,48.35,1420.85,13.75,24.1,62.6872727272727,14.15,1.6,1051.25,4837.05,2553.5,131.25,47.8,7.05,32.6,28.8,1279.55,1126.7,88.917268722467,98.5,1068.8,1361.9,79.0022039473684,20087.8,5468.2,464.95,526.5,88.8469477911647,437.6,517.2,85.2744444444445,145.3,269.95,53.5051291512915,3.8,4.88,-1.08,112.35,33.4,5.35,111.7,25.15,16.85,10.4,9.75,5,8.2,35.7,22.7166666666667,27.5,325.25,88.1,27.1573035230352,84.65,149.05,91.55,27.45,1.85,0,25.6,13.85,39,12.1,0.5,0,14.2,8.5,1.4,42.5,13.85,0,0.5,0,195.25,12.5,15.7,51.4845454545455,"Squad(20/21)"
"Christian Gross","SV Werder Bremen",32,"midfield","Germany",450000,1,"Bundesliga",20,14.6666666666667,1269.33333333333,14.1,0,0.666666666666667,0,0,0,6,0.666666666666667,0,0.04,0.04,0,0.04,0.333333333333333,0.333333333333333,0.433333333333333,0.766666666666667,0.0266666666666667,0.0233333333333333,0.05,0.0266666666666667,0.05,5.66666666666667,0.666666666666667,9.53333333333333,0.39,0.04,0,0,16.8,0,0.0633333333333333,-0.333333333333333,-0.333333333333333,12.6666666666667,0.916666666666667,10,0.333333333333333,1,1,0,0.333333333333333,0.666666666666667,0.04,0.666666666666667,0,0,0,0,0,880.333333333333,100,420.333333333333,467.666666666667,59,4.33333333333333,860.333333333333,8,10,80,8,0.333333333333333,578.333333333333,3722,2035,44.6666666666667,6,0,2.66666666666667,6,585.666666666667,563.666666666667,96.4666666666667,7,631.666666666667,727.666666666667,87.2,12466,3211,230,252.333333333333,92.1666666666667,304.333333333333,336,90.5333333333333,92.3333333333333,127.333333333333,73.5333333333333,0.666666666666667,0.433333333333333,0.233333333333333,36,3,1,37.3333333333333,39.6666666666667,26.6666666666667,20,17.6666666666667,2,12,30.3333333333333,39.6666666666667,18.3333333333333,257.333333333333,87,32.9,116.666666666667,118.666666666667,22,19,4,0,15,22.3333333333333,62,57.6666666666667,0,0.666666666666667,21.6666666666667,14,0,1.66666666666667,22.3333333333333,0,0,0,142.333333333333,14.3333333333333,15.6666666666667,46.9666666666667,"Squad(20/21)"
"Christian Gunter","SC Freiburg",28,"Defender","Germany",10800000,0,"Bundesliga",33.7,33.7,3025.1,33.625,2.1,4.65,2.1,0,0.1,2.3,0.15,0.063,0.141,0.204,0.063,0.204,1.025,0.945,5.745,6.69,0.033,0.17,0.202,0.03,0.2,27.05,7.75,28.59,0.8025,0.234,0.0815,0.283,22.915,0.45,0.037,1.075,1.155,101.95,3.0325,62.8,30.05,2.7,2.45,2.7,1.25,9.45,0.284,5.35,2.35,0.35,0.55,0.35,0.5,1924.3,73.65,466.6,842.45,741.1,56.8,1499.65,23.25,49.1,46.7,26.55,1.9,1090.35,5500.2,3580.15,161.8,69.75,19.75,29.8,29.05,1285.8,1108.5,86.275,112.55,1175.6,1636.5,71.815,22645.1,9753.95,480.15,561.85,85.475,514.4,656.5,78.335,166.15,344.75,48.225,4.65,5.745,-1.095,72.5,54.45,34.05,116.15,44.3,25.3,25.65,13.35,5.3,16.7,51.8,31.61,35.1,370.65,98.4,26.625,160.45,143.8,66.4,51.65,8.3,0,43.35,21.45,65.75,47.65,0.1,0.15,27.35,21.9,2.5,124.7,21.45,0.35,0,0,199.2,15.55,21.95,41.795,"Squad(20/21)"
"Christian Oliva","Cagliari",25,"midfield","Uruguay",3600000,2,"Serie A",16.3333333333333,4,547,6.07407407407407,0.333333333333333,2.33333333333333,0.333333333333333,0,0,1.66666666666667,0,0.0633333333333333,0.0855555555555556,0.148888888888889,0.0633333333333333,0.148888888888889,0.0333333333333333,0.0333333333333333,0.266666666666667,0.3,0.01,0.0122222222222222,0.0222222222222222,0.01,0.0222222222222222,2.33333333333333,1,44.4333333333333,0.208148148148148,0.0707407407407407,0.11,0.333333333333333,26.1,0,0.0166666666666667,0.3,0.3,9.66666666666667,0.650740740740741,8,0.666666666666667,0.666666666666667,0,0,0.333333333333333,4,0.163703703703704,3.33333333333333,0,0.666666666666667,0,0,0,323.333333333333,18,86.3333333333333,216,44.3333333333333,1.33333333333333,313,3.66666666666667,4,83.3333333333333,3.66666666666667,0,201,1053.33333333333,607,21,4,0,1.66666666666667,6,219,203,92.7367088607595,3.33333333333333,226.333333333333,267.666666666667,84.7004694835681,4217,1214.33333333333,93.3333333333333,103.333333333333,90.5261261261261,97.6666666666667,109.333333333333,89.5570621468926,28.6666666666667,43.6666666666667,65.7090909090909,2.33333333333333,0.266666666666667,2.06666666666667,29,3,0.333333333333333,28.3333333333333,12.3333333333333,8,5.66666666666667,4.33333333333333,2.33333333333333,3,11.6666666666667,24.9545454545455,8.66666666666667,116.333333333333,29,25.3564738292011,49,62,5.33333333333333,11,0.666666666666667,0,10.3333333333333,8,20.3333333333333,12,0.666666666666667,0,8,6,0,2,8,0,0,0,59,6.33333333333333,4,62.2969696969697,"Squad(20/21)"
